,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,bundle_density,payment_friction_flag,overpaying_flag,unbalanced_bundle,contract_leverage,price_fatigue_index
3624,Male,0,1,1,38,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.15,3956.7,0,6,0,1,0,High-Risk Flex,2.6618421052631582
3625,Female,0,1,0,8,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.15,842.9,1,6,1,1,0,High-Risk Flex,12.64375
3626,Female,0,0,0,15,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.25,1457.25,1,6,1,1,0,High-Risk Flex,6.75
3627,Male,1,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.25,2440.15,1,6,1,1,0,High-Risk Flex,4.21875
3628,Female,1,1,0,39,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.25,3949.15,0,6,1,1,0,High-Risk Flex,2.5961538461538463
3629,Female,1,1,0,27,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.25,2754.45,1,6,1,1,0,High-Risk Flex,3.75
3630,Male,0,1,0,40,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.3,4113.1,1,6,1,1,0,High-Risk Flex,2.5324999999999998
3631,Female,1,0,1,30,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.3,2974.5,0,6,1,1,0,High-Risk Flex,3.3766666666666665
3632,Female,1,1,0,28,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),101.3,2812.2,1,6,0,1,0,High-Risk Flex,3.617857142857143
3633,Male,0,0,0,18,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),101.3,1794.65,0,6,0,1,0,High-Risk Flex,5.627777777777777
3634,Male,0,0,0,15,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.35,1553.95,1,6,1,1,0,High-Risk Flex,6.756666666666666
3635,Male,0,0,0,22,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.35,2317.1,1,6,0,1,0,High-Risk Flex,4.6068181818181815
3636,Male,1,1,0,12,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,1218.55,1,6,1,1,0,High-Risk Flex,8.445833333333333
3637,Female,0,1,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,6164.7,0,6,1,1,0,High-Risk Flex,1.6346774193548386
3638,Female,0,0,0,32,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,3334.9,0,6,1,1,0,High-Risk Flex,3.1671875
3639,Female,1,0,0,8,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.35,780.5,1,6,1,1,0,High-Risk Flex,12.66875
3640,Male,1,0,0,67,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.4,6841.05,0,6,0,1,0,High-Risk Flex,1.5134328358208957
3641,Male,0,0,0,31,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,3143.65,0,6,1,1,0,High-Risk Flex,3.270967741935484
3642,Male,1,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,3496.3,1,6,1,1,0,High-Risk Flex,2.8971428571428572
3643,Male,0,0,0,43,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,4528.0,1,6,1,1,0,High-Risk Flex,2.358139534883721
3644,Male,1,0,0,29,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,0,6,0,1,0,High-Risk Flex,3.4982758620689656
3645,Male,0,0,0,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.45,101.45,1,6,1,1,0,High-Risk Flex,101.45
3646,Male,0,1,1,9,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.5,906.85,0,6,1,1,0,High-Risk Flex,11.277777777777779
3647,Male,1,1,0,30,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.5,2917.65,0,6,1,1,0,High-Risk Flex,3.3833333333333333
3648,Female,1,0,0,49,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),101.55,5070.4,0,6,0,1,0,High-Risk Flex,2.0724489795918366
3649,Male,0,0,0,3,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.55,298.35,1,6,0,1,0,High-Risk Flex,33.85
3650,Male,0,0,1,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.7,364.55,1,6,1,1,0,High-Risk Flex,25.425
3651,Female,0,1,0,15,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,101.75,1669.4,0,6,1,1,0,High-Risk Flex,6.783333333333333
3652,Male,0,0,0,42,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.75,4273.45,1,6,1,1,0,High-Risk Flex,2.4226190476190474
3653,Male,1,0,0,17,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.8,1752.45,0,6,1,1,0,High-Risk Flex,5.988235294117647
3654,Male,1,1,0,40,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,101.85,4086.3,1,6,1,1,0,High-Risk Flex,2.5462499999999997
3655,Male,1,1,0,53,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.9,5549.4,1,6,1,1,0,High-Risk Flex,1.9226415094339624
3656,Female,0,0,0,37,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.9,3545.35,1,7,0,1,0,High-Risk Flex,2.754054054054054
3657,Male,1,1,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.95,700.85,1,6,1,1,0,High-Risk Flex,14.564285714285715
3658,Female,0,1,0,11,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,102.0,1145.35,1,6,1,1,0,High-Risk Flex,9.272727272727273
3659,Female,1,1,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),102.05,3452.55,0,6,0,1,0,High-Risk Flex,2.9157142857142855
3660,Female,0,1,0,58,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,5885.4,1,7,0,1,0,High-Risk Flex,1.7603448275862068
3661,Female,0,1,1,10,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,1068.85,1,7,0,1,0,High-Risk Flex,10.209999999999999
3662,Male,0,1,0,13,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.25,1359.0,1,6,0,1,0,High-Risk Flex,7.865384615384615
3663,Male,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.4,6444.05,0,7,1,1,0,High-Risk Flex,1.6253968253968254
3664,Female,0,1,1,1,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.45,102.45,1,7,1,1,0,High-Risk Flex,102.45
3665,Male,0,1,0,17,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.55,1742.5,0,7,1,1,0,High-Risk Flex,6.0323529411764705
3666,Male,1,1,0,38,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.6,4009.2,0,7,1,1,0,High-Risk Flex,2.6999999999999997
3667,Male,0,1,1,9,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.6,897.75,0,7,0,1,0,High-Risk Flex,11.399999999999999
3668,Male,0,0,0,40,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,102.65,4108.15,0,7,0,1,0,High-Risk Flex,2.56625
3669,Female,0,1,0,52,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.7,5138.1,0,7,0,1,0,High-Risk Flex,1.975
3670,Female,0,1,1,21,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,102.8,2110.15,1,7,1,1,0,High-Risk Flex,4.895238095238095
3671,Female,1,0,0,25,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,102.8,2660.2,1,7,0,1,0,High-Risk Flex,4.112
3672,Male,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.95,7101.5,1,7,1,1,0,High-Risk Flex,1.4707142857142859
3673,Male,1,0,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.95,2496.7,1,7,0,1,0,High-Risk Flex,4.289583333333334
3674,Female,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),102.95,6886.25,1,7,0,1,0,High-Risk Flex,1.5365671641791045
3675,Male,1,1,0,43,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.0,4414.3,1,7,1,1,0,High-Risk Flex,2.395348837209302
3676,Male,0,1,0,57,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,103.05,5925.75,0,8,1,1,0,High-Risk Flex,1.8078947368421052
3677,Male,0,0,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.05,5364.8,0,7,1,1,0,High-Risk Flex,1.981730769230769
3678,Male,0,1,1,9,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.1,970.45,0,6,1,1,0,High-Risk Flex,11.455555555555556
3679,Female,0,0,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),103.1,6595.0,0,8,0,1,0,High-Risk Flex,1.562121212121212
3680,Female,1,0,0,28,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.3,2890.65,1,7,1,1,0,High-Risk Flex,3.689285714285714
3681,Male,0,1,1,19,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.3,2012.7,1,7,1,1,0,High-Risk Flex,5.436842105263158
3682,Female,0,0,0,8,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.35,847.3,1,7,0,1,0,High-Risk Flex,12.91875
3683,Male,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.4,6603.0,1,7,1,1,0,High-Risk Flex,1.6412698412698414
3684,Male,0,1,0,15,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.45,1539.8,0,7,1,1,0,High-Risk Flex,6.8966666666666665
3685,Female,0,0,0,39,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.45,3994.45,1,7,1,1,0,High-Risk Flex,2.6525641025641025
3686,Male,1,0,0,64,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.5,6548.65,0,7,0,1,0,High-Risk Flex,1.6171875
3687,Female,1,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.5,6479.4,0,7,1,1,0,High-Risk Flex,1.6428571428571428
3688,Female,1,0,0,18,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),103.6,1806.35,0,7,0,1,0,High-Risk Flex,5.7555555555555555
3689,Female,0,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),103.65,5676.65,0,7,0,1,0,High-Risk Flex,1.8845454545454547
3690,Male,0,0,0,45,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.65,4747.85,0,7,0,1,0,High-Risk Flex,2.3033333333333337
3691,Female,0,0,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.65,3988.5,0,7,1,1,0,High-Risk Flex,2.7276315789473684
3692,Male,0,0,0,49,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.7,5036.3,1,7,0,1,0,High-Risk Flex,2.1163265306122447
3693,Male,0,1,1,50,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.7,5071.05,1,7,1,1,0,High-Risk Flex,2.074
3694,Male,0,1,1,60,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.75,5969.95,0,7,0,1,0,High-Risk Flex,1.7291666666666667
3695,Female,0,0,0,42,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.8,4327.5,0,7,0,1,0,High-Risk Flex,2.4714285714285715
3696,Male,0,1,1,50,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.85,5017.9,1,7,0,1,0,High-Risk Flex,2.077
3697,Female,0,0,0,48,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,103.85,4946.05,0,7,1,1,0,High-Risk Flex,2.1635416666666667
3698,Male,0,0,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,103.85,2215.0,0,7,0,1,0,High-Risk Flex,4.9452380952380945
3699,Male,1,1,0,53,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.85,5485.5,1,7,1,1,0,High-Risk Flex,1.9594339622641508
3700,Female,0,1,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.9,2254.2,1,7,1,1,0,High-Risk Flex,4.947619047619048
3701,Female,0,1,1,69,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.95,7446.9,1,7,1,1,0,High-Risk Flex,1.5065217391304349
3702,Male,1,1,1,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.95,2964.8,0,6,1,1,0,High-Risk Flex,3.5844827586206898
3703,Female,1,1,0,11,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.05,1133.65,1,7,0,1,0,High-Risk Flex,9.459090909090909
3704,Male,0,0,0,23,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,104.05,2470.1,1,7,0,1,0,High-Risk Flex,4.52391304347826
3705,Female,0,1,1,54,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.1,5645.8,0,7,0,1,0,High-Risk Flex,1.9277777777777776
3706,Female,1,0,0,30,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.1,3121.1,0,7,1,1,0,High-Risk Flex,3.4699999999999998
3707,Male,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,104.1,541.9,1,7,0,1,0,High-Risk Flex,20.82
3708,Male,0,1,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.1,5135.15,0,7,1,1,0,High-Risk Flex,2.2148936170212763
3709,Female,0,0,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.15,2494.65,0,7,1,1,0,High-Risk Flex,4.339583333333334
3710,Female,1,1,0,44,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,104.15,4495.65,0,7,1,1,0,High-Risk Flex,2.3670454545454547
3711,Female,0,1,1,17,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.2,1743.5,1,7,1,1,0,High-Risk Flex,6.129411764705883
3712,Male,1,1,0,52,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.2,5568.35,1,7,1,1,0,High-Risk Flex,2.003846153846154
3713,Female,0,1,1,31,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.2,3243.45,1,7,1,1,0,High-Risk Flex,3.361290322580645
3714,Male,0,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.25,6812.95,0,7,1,1,0,High-Risk Flex,1.603846153846154
3715,Male,1,1,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.25,2433.9,1,7,1,1,0,High-Risk Flex,4.34375
3716,Male,0,1,0,54,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.3,5278.15,1,7,1,1,0,High-Risk Flex,1.9314814814814814
3717,Female,1,1,0,27,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.3,2867.75,1,7,0,1,0,High-Risk Flex,3.8629629629629627
3718,Female,0,0,0,31,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,104.35,3205.6,0,7,1,1,0,High-Risk Flex,3.366129032258064
3719,Male,1,0,0,21,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.35,2271.85,0,7,1,1,0,High-Risk Flex,4.969047619047619
3720,Male,1,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.35,6578.55,0,7,1,1,0,High-Risk Flex,1.6053846153846152
3721,Female,0,1,0,2,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.4,242.8,1,7,1,1,0,High-Risk Flex,52.2
3722,Female,0,1,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.4,2200.25,1,7,0,1,0,High-Risk Flex,4.9714285714285715
3723,Female,0,1,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,3409.6,1,7,1,1,0,High-Risk Flex,3.163636363636364
3724,Male,0,0,0,10,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,1081.45,1,7,1,1,0,High-Risk Flex,10.440000000000001
3725,Female,1,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,4133.95,0,7,1,1,0,High-Risk Flex,2.546341463414634
3726,Male,0,1,1,21,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,104.4,2157.95,1,7,1,1,0,High-Risk Flex,4.9714285714285715
3727,Female,1,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.45,4863.85,0,7,1,1,0,High-Risk Flex,2.2706521739130436
3728,Male,1,1,0,23,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.45,2184.85,0,7,1,1,0,High-Risk Flex,4.541304347826087
3729,Female,1,1,1,48,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.5,5068.05,0,7,1,1,0,High-Risk Flex,2.1770833333333335
3730,Female,0,1,1,36,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),104.5,3684.95,0,7,0,1,0,High-Risk Flex,2.9027777777777777
3731,Female,0,1,0,57,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),104.5,5921.35,1,7,0,1,0,High-Risk Flex,1.8333333333333333
3732,Male,0,0,0,40,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),104.5,4036.85,1,7,0,1,0,High-Risk Flex,2.6125
3733,Male,0,1,0,22,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.6,2180.55,0,7,1,1,0,High-Risk Flex,4.754545454545454
3734,Male,0,1,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.65,2542.45,1,7,1,1,0,High-Risk Flex,4.360416666666667
3735,Male,0,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.7,4346.4,1,7,1,1,0,High-Risk Flex,2.553658536585366
3736,Female,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,104.75,5841.35,0,7,1,1,0,High-Risk Flex,1.8705357142857142
3737,Female,1,0,0,42,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.75,4323.45,1,7,0,1,0,High-Risk Flex,2.494047619047619
3738,Female,0,1,0,28,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.8,3046.05,1,7,1,1,0,High-Risk Flex,3.742857142857143
3739,Male,0,0,0,40,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),104.8,4131.95,1,7,0,1,0,High-Risk Flex,2.62
3740,Female,1,0,0,14,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.85,1531.4,1,7,1,1,0,High-Risk Flex,7.489285714285714
3741,Male,1,1,0,32,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.9,3351.55,1,7,1,1,0,High-Risk Flex,3.278125
3742,Male,1,0,0,57,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.9,5913.95,0,7,0,1,0,High-Risk Flex,1.8403508771929826
3743,Female,0,1,0,25,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,1,7,0,1,0,High-Risk Flex,4.198
3744,Female,0,0,0,60,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,6236.75,0,7,0,1,0,High-Risk Flex,1.7491666666666668
3745,Female,1,0,0,50,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.95,5222.35,0,7,1,1,0,High-Risk Flex,2.099
3746,Female,1,0,0,19,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,105.0,2007.25,0,7,0,1,0,High-Risk Flex,5.526315789473684
3747,Male,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.0,7133.25,1,7,0,1,0,High-Risk Flex,1.5909090909090908
3748,Male,1,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.0,294.45,1,7,1,1,0,High-Risk Flex,35.0
3749,Female,0,1,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.0,4026.4,1,7,1,1,0,High-Risk Flex,2.763157894736842
3750,Female,0,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.05,5624.85,1,7,1,1,0,High-Risk Flex,2.020192307692308
3751,Female,0,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.05,6914.95,0,7,1,1,0,High-Risk Flex,1.616153846153846
3752,Female,0,0,0,15,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,105.1,1582.75,1,7,1,1,0,High-Risk Flex,7.006666666666666
3753,Female,0,0,0,34,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.1,3634.8,0,7,1,1,0,High-Risk Flex,3.091176470588235
3754,Female,0,1,0,48,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),105.1,5083.55,0,7,0,1,0,High-Risk Flex,2.189583333333333
3755,Male,1,1,1,71,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.1,7548.1,1,7,0,1,0,High-Risk Flex,1.480281690140845
3756,Female,0,1,1,45,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,105.15,4730.9,0,7,1,1,0,High-Risk Flex,2.336666666666667
3757,Female,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.2,6936.85,0,7,1,1,0,High-Risk Flex,1.593939393939394
3758,Female,0,0,0,42,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.2,4400.75,1,7,1,1,0,High-Risk Flex,2.5047619047619047
3759,Female,1,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),105.25,6786.4,1,7,0,1,0,High-Risk Flex,1.6192307692307693
3760,Female,0,1,1,48,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.25,4997.5,0,7,0,1,0,High-Risk Flex,2.1927083333333335
3761,Male,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,105.3,550.6,0,7,1,1,0,High-Risk Flex,21.06
3762,Female,0,0,1,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,1275.65,0,7,1,1,0,High-Risk Flex,8.775
3763,Female,0,1,0,6,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,545.2,1,7,1,1,0,High-Risk Flex,17.55
